ALB,42.74916667,-73.80194444
BDL,41.93916667,-72.68333333
BWI,39.17527778,-76.66833333
HVN,41.26388889,-72.88694444
MHT,42.93277778,-71.43583333
ORH,42.26722222,-71.87555556
PVD,41.72388889,-71.42833333
SAV,32.1275,-81.20222222
